term,estimate,std.error,statistic,p.value,conf.low,conf.high,type
21+,-0.005650190677067841,5.9324380810875e-4,-9.524230341451927,1.6999170087549504e-21,-0.006812942006269977,-0.004487439347865705,ols_educ
21+,0.0049996279129188685,0.0059444577603672355,0.8410570172190108,0.40031811254706984,-0.006651443818091771,0.01665069964392951,iv_educ
21+,0.021937269569546766,0.0018646197812857384,11.765009569092976,6.22224848782909e-32,0.01828263533736082,0.025591903801732714,ols_behind
21+,-0.004526902710701225,0.018672117291712576,-0.2424418527357068,0.808438331651658,-0.04112404692560899,0.03207024150420654,iv_behind
21+,-0.0023492038865624907,0.0010529658232998102,-2.2310352668432274,0.025681120231523774,-0.004413005301615503,-2.854024715094783e-4,ols_private
21+,-0.015939846107668704,0.010542363130047517,-1.5119803701541497,0.13054218650526772,-0.03660276171646888,0.0047230695011314695,iv_private
21+,-0.020654291677539387,0.0015511167348395635,-13.315755812328154,2.038229526410924e-40,-0.023694463391985266,-0.01761411996309351,ols_lfp
21+,-0.021876879125484,0.015516319404552305,-1.4099270938612918,0.15856448907545925,-0.052288694243259,0.008534935992291,iv_lfp
22+,-0.005656719894583846,5.93148563792357e-4,-9.536767413575141,1.5067104276427847e-21,-0.0068192845501956045,-0.004494155238972088,ols_educ
22+,0.005005518304373157,0.005943601617487203,0.8421692143103895,0.3996953663805064,-0.006643875438315584,0.016654912047061897,iv_educ
22+,0.02195875605775285,0.0018648102015739756,11.775330293248487,5.506796155548784e-32,0.0183037485906302,0.025613763524875502,ols_behind
22+,-0.00452054367325847,0.018674264036256827,-0.2420734581283447,0.8087237672730333,-0.04112189561670509,0.032080808270188145,iv_behind
22+,-0.0023216489697873302,0.0010530538079992484,-2.204682184472939,0.027478795271198342,-0.004385622841375202,-2.576750981994587e-4,ols_private
22+,-0.01591686511470702,0.010543373118929134,-1.5096558696315643,0.13113458786083879,-0.03658176036561255,0.004748030136198511,iv_private
22+,-0.02070673096472561,0.0015510695708862523,-13.349969178296865,1.289511192902136e-40,-0.023746810249379337,-0.017666651680071886,ols_lfp
22+,-0.02195349892730018,0.015516028863845373,-1.4148916014493282,0.1571035631918114,-0.05236474469889607,0.008457746844295712,iv_lfp
23+,-0.005656830532137682,5.931142837432795e-4,-9.537505143926285,1.4960656745220676e-21,-0.006819328009087492,-0.004494333055187871,ols_educ
23+,0.004970060985472341,0.005946835713122665,0.8357488293320579,0.40329832536734056,-0.0066856716478904295,0.01662579361883511,iv_educ
23+,0.021922985000235266,0.001865364598525923,11.752654155417972,7.201490485796943e-32,0.01826689089018939,0.025579079110281143,ols_behind
23+,-0.003997462451637146,0.018690419147198302,-0.21387762468860239,0.8306429493764474,-0.040630478545306055,0.032635553642031766,iv_behind
23+,-0.002303875479868915,0.0010535526300860236,-2.186768286726028,0.0287618790367949,-0.004368827054764648,-2.389239049731813e-4,ols_private
23+,-0.015883365908802988,0.010554797788010335,-1.504847958986539,0.13236650192060986,-0.0365706535607529,0.004803921743146922,iv_private
23+,-0.020742783498635436,0.0015512723055764483,-13.371465102593627,9.666389972869056e-41,-0.023783260166830616,-0.017702306830440256,ols_lfp
23+,-0.02247644556738726,0.015527601569833975,-1.4475156041518382,0.14775587607572577,-0.052910373973378805,0.007957482838604282,iv_lfp
24+,-0.0056315392162157,5.931262593474187e-4,-9.494671880506093,2.2580269973338015e-21,-0.006794060188268893,-0.004469018244162508,ols_educ
24+,0.004845917884422505,0.005951850779035309,0.8141867234796406,0.4155400383056925,-0.006819644454315298,0.016511480223160308,iv_educ
24+,0.02178868078320271,0.0018666824428617483,11.67240891267998,1.8534368347608071e-31,0.01813000364019803,0.02544735792620739,ols_behind
24+,-0.0037033258745201875,0.018719233212511715,-0.19783534039444137,0.8431743197990876,-0.040392817946987854,0.03298616619794748,iv_behind
24+,-0.0023520262475790034,0.0010545845363385926,-2.230287062377183,0.02573072635855157,-0.004419000388372356,-2.850521067856511e-4,ols_private
24+,-0.015785880899868307,0.010574103051910184,-1.4928813179115583,0.13547158924748512,-0.036511007067814544,0.004939245268077933,iv_private
24+,-0.020815708057377254,0.0015520834868006604,-13.411461583348892,5.647651327728366e-41,-0.02385777469217506,-0.01777364142257945,ols_lfp
24+,-0.022884988853436553,0.015549246489153014,-1.4717747814597237,0.14108503040189546,-0.05336134166768077,0.007591363960807666,iv_lfp
25+,-0.005605127914265055,5.928107481039615e-4,-9.45517255244178,3.2954515731392768e-21,-0.0067670305405080605,-0.004443225288022049,ols_educ
25+,0.004925254527186891,0.00593903424658299,0.8293022607203562,0.40693549069973256,-0.006715188077004508,0.01656569713137829,iv_educ
25+,0.02167250108762785,0.0018691740915552923,11.59469371287653,4.602509822282296e-31,0.018008940174082114,0.025336062001173585,ols_behind
25+,-0.0037062896505429166,0.018713209241634624,-0.19805740440805156,0.8430005778037933,-0.04038397647189774,0.0329713971708119,iv_behind
25+,-0.0023266008706446526,0.0010571873699211267,-2.2007459953085067,0.027756425068913706,-0.0043986766308616,-2.54525110427705e-4,ols_private
25+,-0.015750761171624012,0.010582721756042619,-1.4883469049567044,0.1366627743566918,-0.036492780847334316,0.004991258504086292,iv_private
25+,-0.020832367936861634,0.0015533602297630616,-13.411163449214387,5.672095106180288e-41,-0.02387693711216043,-0.017787798761562838,ols_lfp
25+,-0.02274369736820976,0.015536392381603406,-1.4638982338744548,0.14322508867498934,-0.05319485765547412,0.007707462919054598,iv_lfp
26+,-0.005733693955885403,5.927210033879216e-4,-9.67351236604119,4.0016367517256633e-22,-0.00689542078531066,-0.004571967126460146,ols_educ
26+,0.004023089812218736,0.005929083718915852,0.6785348298226371,0.49743432398317944,-0.007597850884672697,0.01564403050911017,iv_educ
26+,0.022146195489020068,0.001874109716408947,11.816915143823723,3.364731898271586e-32,0.018472960482340366,0.02581943049569977,ols_behind
26+,-0.001333998804626327,0.018735644549613337,-0.0712011161982606,0.9432378450671812,-0.03805566180534804,0.03538766419609539,iv_behind
26+,-0.002316295400739048,0.0010619504744460821,-2.181170832799183,0.029173261215939134,-0.004397706976561796,-2.348838249163006e-4,ols_private
26+,-0.015530136006632559,0.010616293958744787,-1.4628585141842434,0.1435094527020023,-0.036337958659185474,0.005277686645920356,iv_private
26+,-0.02098205912328297,0.0015570923366802299,-13.475154060559687,2.393771270230028e-41,-0.024033943455159763,-0.01793017479140618,ols_lfp
26+,-0.022899492421114238,0.015553493797589186,-1.4723053687566772,0.14094179364230822,-0.05338417397057675,0.007585189128348272,iv_lfp
27+,-0.005787839984171359,5.926477606318148e-4,-9.766070790516464,1.6143724551366583e-22,-0.006949423444451385,-0.0046262565238913336,ols_educ
27+,0.004437110225693963,0.005943474499786854,0.7465515711143519,0.45533618746357885,-0.007212038111909482,0.016086258563297408,iv_educ
27+,0.022191062906251377,0.0018829207840219094,11.785446894293331,4.891165509074336e-32,0.01850055771071055,0.025881568101792204,ols_behind
27+,-0.0013790161098920942,0.018868866044522554,-0.07308420689606883,0.9417392670831207,-0.038361797734158286,0.0356037655143741,iv_behind
27+,-0.0023990978663479823,0.0010705265789689652,-2.2410446536120356,0.0250255444122449,-0.004497318851094169,-3.008768816017953e-4,ols_private
27+,-0.015046324263762886,0.010726822239173442,-1.402682353476036,0.16071493678576282,-0.036070784528497976,0.0059781360009722,iv_private
27+,-0.021240384064325903,0.0015632680511982263,-13.587166991639984,5.236788307248932e-42,-0.024304373220920664,-0.018176394907731142,ols_lfp
27+,-0.021931676419674348,0.015652375407229076,-1.4011724002955592,0.16116587917512082,-0.052610169775910105,0.00874681693656141,iv_lfp
28+,-0.00585800119079846,5.925724438898789e-4,-9.885713132970263,4.9319797179175467e-23,-0.007019437319979649,-0.004696565061617272,ols_educ
28+,0.005334177534781314,0.005934361897659778,0.8988628645794002,0.36872809367388515,-0.00629711309077325,0.016965468160335877,iv_educ
28+,0.022670413573586113,0.0018956665067198929,11.959072702515144,6.162495424958816e-33,0.018954925969521398,0.026385901177650828,ols_behind
28+,-0.0022415012988738184,0.018965124578185742,-0.11819069733146181,0.9059168221686004,-0.03941295789738625,0.034929955299638604,iv_behind
28+,-0.0023954865801168227,0.0010833101616305346,-2.21126567899195,0.02701992609070294,-0.004518763782423978,-2.7220937780966705e-4,ols_private
28+,-0.014246725245420854,0.010834777503552792,-1.314907042691856,0.18854446614536288,-0.03548278199092202,0.006989331500080317,iv_private
28+,-0.021170979181705286,0.001571676771556317,-13.470313721530164,2.5628358355277224e-41,-0.02425145010927272,-0.01809050825413785,ols_lfp
28+,-0.02302966428985572,0.01570897154965988,-1.4660198611381625,0.14264633881105296,-0.05381909315746765,0.00775976457775621,iv_lfp
29+,-0.005981911045652035,5.940245080475897e-4,-10.070141828513242,7.712368482386329e-24,-0.007146193642504002,-0.0048176284488000674,ols_educ
29+,0.00489941023467134,0.005944863275212761,0.8241417855814346,0.4098612253813768,-0.0067524673532481415,0.016551287822590823,iv_educ
29+,0.022912637182162125,0.001916649405688728,11.954527058603453,6.519003555669332e-33,0.01915602189596037,0.02666925246836388,ols_behind
29+,-0.00489209246945525,0.019167857724181756,-0.2552237469544388,0.7985508851262071,-0.042460918106884155,0.03267673316797365,iv_behind
29+,-0.0025362643626622356,0.0011027343066822785,-2.2999777437712274,0.021451801013394473,-0.004697613507063091,-3.749152182613803e-4,ols_private
29+,-0.01388699654925022,0.011021617211167064,-1.2599781214665997,0.2076805839491728,-0.03548926536859981,0.007715272270099372,iv_private
29+,-0.021065422353168627,0.0015852129185639442,-13.288702171473561,2.9430773027924597e-40,-0.024172425159256643,-0.01795841954708061,ols_lfp
29+,-0.020946987311030386,0.0158344040655328,-1.3228781597550798,0.18587932435563673,-0.05198227429879372,0.010088299676732953,iv_lfp
30+,-0.006168897982102964,5.987055713062374e-4,-10.303725700503925,7.01125046025949e-25,-0.0073423560633182495,-0.004995439900887678,ols_educ
30+,0.006283465374409417,0.005959012530929608,1.054447417553793,0.29168112240709354,-0.005396151027399151,0.017963081776217985,iv_educ
30+,0.023134673542467305,0.001951508899155674,11.85476200107342,2.156349883241473e-32,0.019309731871586425,0.026959615213348186,ols_behind
30+,-0.009440425668746739,0.019406156047805056,-0.4864655135973981,0.6266384060188291,-0.04747633468816308,0.028595483350669595,iv_behind
30+,-0.0025272988871060235,0.0011329630273067281,-2.23069846605136,0.025703710498240842,-0.00474789726438617,-3.067005098258764e-4,ols_private
30+,-0.014338920246641537,0.011255147327886562,-1.2739877878910033,0.20267123051203512,-0.03639891804883589,0.007721077555552817,iv_private
30+,-0.020721213666830367,0.0016103686315245547,-12.86737288667462,7.453749576704463e-38,-0.023877523170139647,-0.01756490416352109,ols_lfp
30+,-0.021842756339138236,0.015987636256310316,-1.3662280019985384,0.17187102849443517,-0.05317839419459706,0.009492881516320585,iv_lfp
31+,-0.006113189146854536,6.03368877965657e-4,-10.131760801892888,4.128214818976632e-24,-0.007295788059830166,-0.004930590233878906,ols_educ
31+,0.004866232874683566,0.0059759510999342616,0.8143026596615051,0.41547397649225337,-0.006846590793991026,0.01657905654335816,iv_educ
31+,0.023326085107686623,0.001991452369674131,11.713102187577581,1.1582089843061192e-31,0.01942285195525774,0.027229318260115508,ols_behind
31+,-0.0036681822820351442,0.019706106337130307,-0.1861444477808152,0.8523319520773802,-0.042292017193518494,0.034955652629448206,iv_behind
31+,-0.002514616808692554,0.0011648946288648284,-2.1586646091269293,0.030879119259932954,-0.004797802389081583,-2.3143122830352435e-4,ols_private
31+,-0.014127087910821278,0.011521051850462179,-1.2261977547001974,0.2201278249440425,-0.036708271482354365,0.008454095660711808,iv_private
31+,-0.020710302831955463,0.00163985095755577,-12.629381186461345,1.5741375580005627e-36,-0.02392439959873945,-0.017496206065171476,ols_lfp
31+,-0.020417427008052744,0.016208548976361477,-1.2596702541251217,0.20779196387900176,-0.05218607318845514,0.011351219172349648,iv_lfp
32+,-0.005956914026808003,6.11336003761957e-4,-9.744091612715675,2.0148782204025607e-22,-0.00715512954368194,-0.004758698509934065,ols_educ
32+,0.005490971775726495,0.005949107207646811,0.9229908932669021,0.3560148634662774,-0.006169248665869847,0.017151192217322836,iv_educ
32+,0.023380246199849117,0.002043995178864817,11.438503594139549,2.8415542970286104e-30,0.01937402584858547,0.027386466551112765,ols_behind
32+,-0.008191291244098465,0.019876256875634535,-0.4121143782429087,0.6802567457532652,-0.04714865554000392,0.030766073051806987,iv_behind
32+,-0.002377224115385736,0.0012072450849896317,-1.9691313263090673,0.04894161746947196,-0.0047434184579450665,-1.1029772826405809e-5,ols_private
32+,-0.013591523627791135,0.011727855534958805,-1.158909536980315,0.24649668031969824,-0.03657806195559968,0.009395014700017407,iv_private
32+,-0.02029802829817154,0.0016793629113671818,-12.086743229101543,1.3319399295424757e-33,-0.02358957122461478,-0.0170064853717283,ols_lfp
32+,-0.023143096449535352,0.016305381221940207,-1.4193532880049715,0.15580012013525343,-0.055101562282477146,0.008815369383406439,iv_lfp
33+,-0.005952634772942102,6.242074727159413e-4,-9.536308091670305,1.5244793553759848e-21,-0.0071760796728121985,-0.004729189873072005,ols_educ
33+,0.004498425172254697,0.005995542056533979,0.7502949908177668,0.45307953060529327,-0.007252820481866483,0.016249670826375878,iv_educ
33+,0.022789746204698726,0.0021109029785359393,10.796207327588798,3.764744107119691e-27,0.018652382273482787,0.026927110135914666,ols_behind
33+,-0.011065081099288925,0.0202720548847183,-0.5458292788872688,0.5851849999904231,-0.05079825194820929,0.028668089749631438,iv_behind
33+,-0.0022092619730563257,0.0012593087035995447,-1.754345036083275,0.07937569154475614,-0.004677503508322297,2.5897956220964505e-4,ols_private
33+,-0.01265634848073735,0.012077865336855037,-1.0478961412259746,0.29469000654897287,-0.03632893074477175,0.011016233783297046,iv_private
33+,-0.02030846314123538,0.0017302662437826545,-11.737189703728859,8.789300749380932e-32,-0.02369978013743003,-0.01691714614504073,ols_lfp
33+,-0.017766540623546788,0.016587018253952913,-1.0711111757119323,0.2841230634050691,-0.050277049987611684,0.014743968740518108,iv_lfp
34+,-0.005701097651721861,6.415431314971407e-4,-8.886538366356541,6.458974908213801e-19,-0.006958522193079101,-0.004443673110364621,ols_educ
34+,0.0029071537861299957,0.006029404792712504,0.48216264889757515,0.6296920103989129,-0.008910479641635036,0.014724787213895026,iv_educ
34+,0.02176344638716566,0.002194352564922289,9.917935128139442,3.611480523313594e-23,0.01746251534752629,0.02606437742680503,ols_behind
34+,-0.007607762862143228,0.020623010780239166,-0.36889680867707914,0.7122058280091441,-0.04802886410787176,0.0328133383835853,iv_behind
34+,-0.002020201364413292,0.0013211076436750037,-1.529172413834181,0.12622651008090027,-0.004609572353476699,5.691696246501138e-4,ols_private
34+,-0.010326243279212286,0.012402929017731885,-0.8325648936996528,0.4050931841469668,-0.0346359842240071,0.013983497665582526,iv_private
34+,-0.020784314099929643,0.001795973654816742,-11.57272772024623,6.069991381663296e-31,-0.02430442247351246,-0.017264205726346824,ols_lfp
34+,-0.021647633392420214,0.016856076111243,-1.2842629120534907,0.19905449665301345,-0.05468554266564408,0.01139027588080365,iv_lfp
35+,-0.005692440098516361,6.66023385512209e-4,-8.546907244313287,1.2936512899744871e-17,-0.006997848423172168,-0.004387031773860553,ols_educ
35+,0.0028015017695696654,0.006161423776366869,0.45468415600875817,0.6493381349022026,-0.00927491185848318,0.014877915397622513,iv_educ
35+,0.02128399251652746,0.0023072774595297705,9.224721729334277,2.9325378539799464e-20,0.01676172007312892,0.025806264959926002,ols_behind
35+,-0.00352288652341934,0.02133637466026884,-0.1651117670885027,0.8688565705904561,-0.04534226059550229,0.03829648754866361,iv_behind
35+,-0.0017449551411526905,0.0014068716648643956,-1.2403086825413332,0.2148661186234564,-0.004502428862025051,0.0010125185797196707,ols_private
35+,-0.01493362838346601,0.01300692422233914,-1.1481291140158865,0.2509198691606794,-0.04042724846851861,0.010559991701586592,iv_private
35+,-0.02067327217798862,0.0018832444364957283,-10.977476835910203,5.21672787082854e-28,-0.02436443831155105,-0.01698210604442619,ols_lfp
35+,-0.023879397315281322,0.017398741248661684,-1.3724784439287028,0.16991970295123507,-0.05798099518495403,0.010222200554391384,iv_lfp
36+,-0.00542464339308648,6.99922858718237e-4,-7.7503446637256355,9.326403485992819e-15,-0.006796498245901499,-0.004052788540271461,ols_educ
36+,0.0056364467670808535,0.006353266166014765,0.8871730885810576,0.3749897353666062,-0.006816009832256286,0.018088903366417993,iv_educ
36+,0.019424773907283744,0.0024517203285270156,7.922915873098003,2.364822564002663e-15,0.014619380872122134,0.024230166942445355,ols_behind
36+,-0.012233407418052625,0.022237184888357357,-0.5501329183289575,0.5822305229259446,-0.055818482004562894,0.03135166716845765,iv_behind
36+,-0.0015152558828642455,0.0015119711812624063,-1.00217246310151,0.3162648698742177,-0.004478732466740594,0.0014482207010121028,ols_private
36+,-0.014115957978314534,0.013701105446199678,-1.0302787635453112,0.30288385589513733,-0.0409702430772755,0.012738327120646436,iv_private
36+,-0.020923274023744397,0.0019969025994223013,-10.477864083004071,1.156637228275679e-25,-0.024837220378680087,-0.017009327668808708,ols_lfp
36+,-0.02047999879421914,0.018083623150367514,-1.1325163449782973,0.25742252838632257,-0.05592405647329049,0.014964058884852208,iv_lfp
37+,-0.004942899859546888,7.478603362058221e-4,-6.609388973112394,3.900805397792956e-11,-0.006408717452630813,-0.003477082266462964,ols_educ
37+,0.006011176196801915,0.006782686901580664,0.886252938404255,0.37548583968288796,-0.007282992924610878,0.019305345318214706,iv_educ
37+,0.018385424632036643,0.0026466028291696527,6.946801548536431,3.785746655846435e-12,0.013198042976546778,0.023572806287526508,ols_behind
37+,-0.007575401774821091,0.023972740831303938,-0.3160006537479029,0.7520034344682508,-0.05456233712058826,0.039411533570946074,iv_behind
37+,-0.0016722143868399043,0.00165198942095531,-1.012242793826669,0.3114272623440008,-0.004910138688468306,0.0015657099147884982,ols_private
37+,-0.016879081969591314,0.0149617536166053,-1.128148638329271,0.25926298899526234,-0.046204345809457925,0.012446181870275297,iv_private
37+,-0.020486271948686168,0.0021561252785144056,-9.501429324552717,2.1652744128784725e-21,-0.024712310171509606,-0.01626023372586273,ols_lfp
37+,-0.01982593390550099,0.019509814631317117,-1.0162030895812018,0.30953798857529097,-0.058065466261874345,0.018413598450872364,iv_lfp
38+,-0.0047923686648106475,8.00991888426502e-4,-5.983042692510848,2.2086718777868726e-9,-0.006362331480775649,-0.003222405848845646,ols_educ
38+,0.00833767332158026,0.007118376091784308,1.17128867793361,0.24148974628838413,-0.0056145101344961396,0.022289856777656658,iv_educ
38+,0.01917799697777607,0.0028683980239355734,6.68596088051371,2.324274923524296e-11,0.013555869832627642,0.0248001241229245,ols_behind
38+,-0.009454465318149757,0.02543768260239449,-0.37167164422673443,0.710139310645661,-0.05931291755357921,0.04040398691727969,iv_behind
38+,-0.001855200593527982,0.001804693668318312,-1.027986425672305,0.30396243656261557,-0.005392442348913381,0.0016820411618574168,ols_private
38+,-0.012548155232161677,0.01599158299016218,-0.7846724892639549,0.43265026918322824,-0.04389203152570637,0.018795721061383018,iv_private
38+,-0.020402100023284735,0.0023322651448746184,-8.7477618349356,2.2595256912133334e-18,-0.024973394199081324,-0.015830805847488146,ols_lfp
38+,-0.01726426167000514,0.020657844025768365,-0.8357242725073291,0.4033150349078586,-0.05775411861746037,0.02322559527745009,iv_lfp
39+,-0.004707768256182176,8.743902179189189e-4,-5.384058695655172,7.330947973470963e-8,-0.006421602959815381,-0.0029939335525489717,ols_educ
39+,0.011478717960333977,0.00766701632230145,1.497155800613758,0.13436206025993205,-0.00354889600103459,0.02650633192170254,iv_educ
39+,0.019786808619409478,0.003148750066420762,6.284020072098476,3.3394506536049494e-10,0.013615150901482371,0.025958466337336585,ols_behind
39+,-0.02424838202933168,0.027550008271526392,-0.8801587930698727,0.37877955035352195,-0.07824733958114417,0.029750575522480813,iv_behind
39+,-0.0013802673909032055,0.0019877516372682744,-0.6943862427401032,0.487444791252969,-0.00527632851823616,0.0025157937364297485,ols_private
39+,-0.010250617171682718,0.017346855255797156,-0.5909207761595323,0.554577455643658,-0.044251046187282726,0.023749811843917286,iv_private
39+,-0.017335195059974984,0.002569475093033349,-6.746590035831101,1.537976279476217e-11,-0.02237145403716548,-0.012298936082784487,ols_lfp
39+,-0.011393224510272726,0.022418652617895794,-0.508202910516488,0.6113143663258319,-0.05533454965077198,0.03254810063022653,iv_lfp
40+,-0.0034678696223345564,9.546653868142866e-4,-3.6325498653583947,2.811343523245042e-4,-0.005339060099788994,-0.0015966791448801185,ols_educ
40+,0.014220731463052883,0.008157524496555008,1.7432655542816229,0.08129819045401318,-0.0017684123441735113,0.030209875270279275,iv_educ
40+,0.015982599218184148,0.0034803594144601027,4.592226639518919,4.40444255366966e-6,0.009160925902690284,0.022804272533678012,ols_behind
40+,-0.026111020671949568,0.029636025384558062,-0.8810567656469478,0.37829464155514425,-0.0841990683325387,0.031977026988639565,iv_behind
40+,-0.0017046481302306414,0.0022153075817258057,-0.7694859821238268,0.4416113393183585,-0.006046758474663119,0.0026374622142018365,ols_private
40+,-0.020926285425875196,0.018840079638395957,-1.1107323231918598,0.26669310096421,-0.05785375561675549,0.016001184765005092,iv_private
40+,-0.01658953757883907,0.0028514494294531825,-5.817931542983883,6.022685545599233e-9,-0.02217851680970924,-0.011000558347968897,ols_lfp
40+,-0.011430452580433386,0.024219097349245062,-0.4719603053575276,0.6369587914681025,-0.05890105846851018,0.0360401533076434,iv_lfp
